HEFT,CPF,ICRO,STO,Rand
0.0207,0.0282,0.0275,0.0271,0.0272
0.0207,0.028,0.0276,0.0268,0.0272
0.0205,0.028,0.0275,0.0269,0.027
0.0206,0.0283,0.0274,0.027,0.0272
0.0212,0.0282,0.0282,0.0276,0.0272
0.0204,0.0275,0.0271,0.027,0.0269
0.0214,0.0286,0.0284,0.0277,0.0276
0.0207,0.0282,0.0278,0.0271,0.0272
0.0206,0.0281,0.0275,0.0264,0.0272
0.0208,0.0282,0.0277,0.0273,0.0273
0.0205,0.0278,0.0271,0.027,0.027
0.0212,0.0286,0.0282,0.0275,0.0274
0.0206,0.0279,0.0274,0.027,0.027
0.0207,0.0282,0.0277,0.0267,0.0273
0.0208,0.0278,0.0276,0.0272,0.0273
0.0207,0.0283,0.0274,0.027,0.0272
0.0211,0.0286,0.0281,0.0275,0.0269
0.0208,0.0282,0.0276,0.0272,0.0273
0.0207,0.0279,0.0277,0.0268,0.0271
0.0205,0.0279,0.0275,0.0268,0.027
0.0201,0.0279,0.0271,0.0261,0.0269
0.0207,0.0282,0.0277,0.0271,0.0271
0.0206,0.0281,0.0272,0.0271,0.0271
0.0214,0.0287,0.0284,0.0278,0.0273
0.0207,0.028,0.0276,0.0271,0.0272
0.0206,0.028,0.0277,0.0266,0.0274
0.021,0.0281,0.0279,0.0273,0.0273
0.0207,0.0283,0.0271,0.0274,0.0272
0.0207,0.0279,0.0277,0.0269,0.027
0.0208,0.0282,0.0278,0.0271,0.0273
0.0206,0.0281,0.0276,0.0265,0.0272
0.0209,0.0282,0.0279,0.0273,0.0274
0.0207,0.0281,0.0274,0.0271,0.0271
0.0212,0.0284,0.0282,0.0276,0.0274
0.0206,0.0279,0.0273,0.0269,0.0271
0.0206,0.0281,0.0276,0.0267,0.0271
0.0208,0.0283,0.028,0.0273,0.0274
0.0205,0.028,0.0273,0.0261,0.0271
0.0208,0.0281,0.0279,0.0272,0.0271
0.0207,0.0284,0.0274,0.0273,0.0272
0.0215,0.0284,0.0284,0.0279,0.0276
0.0207,0.0282,0.0276,0.0271,0.0272
0.0206,0.0279,0.0275,0.0265,0.0274
0.021,0.0281,0.028,0.0273,0.0272
0.0208,0.0283,0.0273,0.0274,0.0273
0.0212,0.0282,0.0282,0.0276,0.0273
0.0208,0.0283,0.0278,0.0272,0.0273
0.0206,0.0285,0.0276,0.0265,0.0273
0.0208,0.0282,0.0278,0.0273,0.0272
0.0202,0.0277,0.0271,0.0264,0.0266
0.0212,0.0286,0.0281,0.0276,0.0275
0.0203,0.028,0.0269,0.0268,0.0268
0.0211,0.0276,0.0272,0.0266,0.0266
0.0183,0.0247,0.0243,0.0238,0.0239
0.0183,0.0247,0.0243,0.0239,0.0239
0.0184,0.0248,0.0244,0.024,0.0241
0.0185,0.025,0.0245,0.024,0.0241
0.0206,0.0285,0.0276,0.0268,0.0271
0.0209,0.0283,0.028,0.0273,0.0273
0.0205,0.0278,0.0274,0.0267,0.027
0.0212,0.0286,0.0282,0.0276,0.0273
0.0207,0.0282,0.0278,0.0271,0.0272
0.0206,0.0279,0.0276,0.0265,0.0272
0.0208,0.0284,0.0279,0.0272,0.0272
0.0208,0.0282,0.0275,0.0271,0.0272
0.0207,0.0283,0.0277,0.0267,0.0274
0.0209,0.0281,0.0278,0.0272,0.0272
0.0207,0.0282,0.0271,0.0274,0.0272
0.021,0.0283,0.028,0.0272,0.0272
0.0208,0.0286,0.0278,0.0272,0.0274
0.0205,0.0278,0.0276,0.0265,0.0272
0.0208,0.0281,0.0278,0.0272,0.0272
0.0207,0.0281,0.0273,0.027,0.0271
0.0211,0.0281,0.028,0.0275,0.0271
0.0208,0.0283,0.0276,0.0272,0.0273
0.0207,0.028,0.0276,0.0267,0.0272
0.021,0.0284,0.0282,0.0274,0.0275
0.0204,0.0281,0.0274,0.026,0.0271
0.0208,0.0281,0.0277,0.0272,0.0272
0.0206,0.0279,0.0273,0.0269,0.027
0.0211,0.0288,0.0281,0.0275,0.0271
0.0206,0.0278,0.0276,0.027,0.0271
0.0204,0.0281,0.0274,0.0263,0.0269
0.0209,0.028,0.0279,0.0273,0.0274
0.0206,0.028,0.0274,0.027,0.0272
0.0211,0.0286,0.0282,0.0275,0.0275
0.0208,0.0279,0.028,0.0272,0.0273
0.0202,0.0281,0.0272,0.0265,0.0267
0.021,0.0284,0.028,0.0274,0.0273
0.0208,0.0282,0.0273,0.0271,0.0273
0.0213,0.0288,0.0283,0.0278,0.0275
0.0208,0.0283,0.0275,0.0272,0.0273
0.0208,0.0281,0.0278,0.0269,0.0274
0.0208,0.0282,0.0278,0.0272,0.0273
0.0208,0.0283,0.0275,0.0273,0.0273
0.021,0.0283,0.0279,0.0274,0.0273
0.0209,0.0277,0.028,0.0273,0.0273
0.0207,0.028,0.0275,0.027,0.0272
0.0211,0.028,0.0281,0.0275,0.0273
0.0208,0.0278,0.0279,0.0272,0.0273
0.0205,0.0282,0.0275,0.0264,0.0273
0.021,0.0282,0.028,0.0274,0.0271
0.0208,0.0282,0.0273,0.0275,0.0273
0.0208,0.028,0.0279,0.0272,0.0268
0.0207,0.0281,0.0276,0.0271,0.0272
0.0206,0.0279,0.0275,0.0266,0.0272
0.0208,0.0283,0.0278,0.0272,0.0272
0.0204,0.028,0.0273,0.0265,0.0269
0.0209,0.0282,0.0278,0.0273,0.0273
0.0207,0.0282,0.0274,0.0271,0.0272
0.0211,0.0288,0.0281,0.0275,0.0271
0.0208,0.0286,0.0278,0.0272,0.0274
0.0205,0.0279,0.0275,0.0265,0.0271
0.0208,0.0282,0.0278,0.0273,0.0273
0.0206,0.028,0.0272,0.0271,0.0271
0.0211,0.0284,0.0281,0.0274,0.0275
0.0209,0.0284,0.0281,0.0273,0.0273
0.0206,0.0284,0.0275,0.0269,0.027
0.0213,0.0288,0.0282,0.0277,0.0274
0.0208,0.0283,0.0276,0.0272,0.0273
0.0206,0.0282,0.0277,0.0267,0.0271
0.0207,0.0282,0.0279,0.0271,0.0272
0.0203,0.0282,0.0274,0.0262,0.026
0.0184,0.0251,0.0244,0.0239,0.024
0.0183,0.0247,0.0244,0.0238,0.0239
0.0185,0.025,0.0245,0.024,0.0241
0.0185,0.0248,0.0245,0.024,0.0241
0.0209,0.0283,0.0278,0.0274,0.0274
0.0204,0.0279,0.0275,0.0264,0.0268
0.0207,0.0279,0.0277,0.0271,0.0272
0.0205,0.028,0.0274,0.0265,0.0271
0.0208,0.028,0.0279,0.0273,0.0273
0.0206,0.0279,0.0275,0.0269,0.0271
0.0211,0.0289,0.0283,0.0275,0.027
0.0207,0.0282,0.0276,0.0271,0.0272
0.0205,0.0284,0.0275,0.0263,0.0272
0.0211,0.028,0.028,0.0275,0.0273
0.0206,0.028,0.0272,0.0273,0.0271
0.0207,0.0281,0.0277,0.0268,0.0272
0.0206,0.028,0.0275,0.0269,0.0271
0.0207,0.0282,0.0274,0.0272,0.0273
0.0212,0.0288,0.0282,0.0275,0.0276
0.0209,0.0279,0.0279,0.0273,0.0274
0.0206,0.0282,0.0277,0.0266,0.0273
0.0209,0.0283,0.0279,0.0273,0.0273
0.0205,0.028,0.027,0.0272,0.027
0.0212,0.0285,0.0282,0.0276,0.0274
0.0207,0.0278,0.0276,0.0271,0.0273
0.0206,0.028,0.0275,0.0268,0.027
0.021,0.0284,0.0279,0.0274,0.0273
0.0207,0.0282,0.0273,0.0273,0.0272
0.0208,0.0282,0.0279,0.027,0.0274
0.0209,0.0283,0.0279,0.0273,0.0272
0.0207,0.0285,0.0273,0.0273,0.0272
0.0207,0.028,0.0277,0.0269,0.027
0.0208,0.0279,0.0278,0.0272,0.0273
0.0204,0.0281,0.0274,0.0264,0.027
0.0209,0.0283,0.0281,0.0273,0.0274
0.0207,0.0281,0.0276,0.027,0.0272
0.0212,0.0286,0.0282,0.0276,0.0273
0.0207,0.0283,0.0276,0.0272,0.0273
0.0206,0.028,0.0276,0.0265,0.0272
0.0208,0.0281,0.0279,0.0272,0.0271
0.0207,0.0282,0.0272,0.0272,0.0272
0.0209,0.0283,0.028,0.0271,0.0271
0.0208,0.0284,0.0279,0.0272,0.0273
0.0207,0.0281,0.0274,0.0271,0.0272
0.0212,0.0287,0.0282,0.0276,0.0277
0.0207,0.0282,0.0278,0.0271,0.0272
0.0202,0.0278,0.0271,0.0264,0.0267
0.0208,0.028,0.0278,0.0272,0.0273
0.0203,0.0279,0.027,0.0268,0.0268
0.0211,0.029,0.0281,0.0275,0.0272
0.0207,0.028,0.0275,0.0272,0.0272
0.0206,0.0278,0.0276,0.0266,0.0271
0.0208,0.0282,0.0276,0.0271,0.0272
0.0207,0.028,0.0272,0.0272,0.0272
0.0212,0.0284,0.0282,0.0275,0.0271
0.0206,0.0281,0.0274,0.027,0.0271
0.0206,0.028,0.0277,0.0268,0.0272
0.0207,0.0282,0.0279,0.0271,0.0272
0.0206,0.028,0.0275,0.0269,0.0271
0.0211,0.0281,0.0281,0.0275,0.0272
0.0208,0.028,0.0277,0.0272,0.0273
0.0205,0.0278,0.0275,0.0266,0.0272
0.0207,0.0278,0.0278,0.0272,0.0272
0.0204,0.0279,0.0271,0.0269,0.0269
0.0208,0.0282,0.0277,0.0269,0.0273
0.0207,0.028,0.0279,0.0272,0.0273
0.0208,0.0282,0.0274,0.0273,0.0273
0.0209,0.0283,0.0279,0.0273,0.027
0.0206,0.028,0.0275,0.027,0.0271
0.0205,0.0278,0.0275,0.0264,0.0262
0.0183,0.0248,0.0243,0.0238,0.0239
0.0182,0.0246,0.0242,0.0237,0.0239
0.0184,0.0248,0.0244,0.0239,0.024
0.0184,0.0248,0.0245,0.0239,0.024
0.0205,0.0279,0.0275,0.027,0.0271
0.0206,0.028,0.0275,0.0266,0.0272
0.0207,0.0274,0.0279,0.0271,0.0272
0.0205,0.0281,0.0274,0.0268,0.027
0.0213,0.0286,0.0284,0.0277,0.0274
0.0207,0.0283,0.0273,0.0273,0.0274
0.0207,0.0281,0.0278,0.0269,0.0271
0.0207,0.0277,0.0278,0.0271,0.0272
0.0205,0.028,0.0274,0.0269,0.0271
0.021,0.0282,0.0278,0.0274,0.0271
0.0208,0.0281,0.0277,0.0272,0.0274
0.0207,0.028,0.0278,0.0266,0.0274
0.0209,0.0283,0.0278,0.0273,0.0272
0.0208,0.0283,0.0275,0.0272,0.0273
0.0208,0.0283,0.0278,0.0269,0.0274
0.0208,0.0284,0.0282,0.0272,0.0273
0.0205,0.0283,0.0274,0.0267,0.0271
0.0212,0.0283,0.0282,0.0276,0.0274
0.0208,0.0283,0.0274,0.0272,0.0273
0.0213,0.0286,0.0284,0.0276,0.0276
0.0208,0.0279,0.028,0.0272,0.0273
0.0204,0.0281,0.0274,0.0263,0.0269
0.0212,0.0286,0.0282,0.0276,0.0276
0.0205,0.0281,0.0271,0.0271,0.0271
0.0209,0.0281,0.028,0.0271,0.0273
0.0207,0.0277,0.0277,0.0272,0.0272
0.0205,0.0282,0.0276,0.0265,0.0272
0.0208,0.028,0.0277,0.0273,0.0273
0.0206,0.028,0.0271,0.0272,0.0271
0.021,0.0282,0.028,0.0273,0.0272
0.0208,0.0283,0.0279,0.0272,0.0273
0.0207,0.0281,0.0276,0.027,0.0272
0.021,0.028,0.0281,0.0274,0.0273
0.0209,0.0284,0.0277,0.0273,0.0275
0.0207,0.028,0.0276,0.0266,0.0275
0.021,0.0282,0.028,0.0274,0.0272
0.0208,0.0284,0.0276,0.0272,0.0274
0.0205,0.0278,0.0275,0.0265,0.0272
0.0208,0.028,0.0278,0.0272,0.027
0.0207,0.0281,0.0274,0.0271,0.0272
0.0208,0.0285,0.0278,0.0268,0.0275
0.0208,0.028,0.0276,0.0272,0.0272
0.0207,0.0281,0.027,0.0273,0.0272
0.021,0.0283,0.0279,0.0273,0.0273
0.0206,0.0277,0.0276,0.027,0.0271
0.0204,0.0279,0.0273,0.0265,0.0269
0.0211,0.0284,0.0281,0.0274,0.0274
0.0206,0.028,0.0272,0.0271,0.0271
0.0214,0.0288,0.0284,0.0279,0.0274
0.0207,0.0278,0.0278,0.0271,0.0272
0.0202,0.0278,0.0273,0.0263,0.0268
0.0204,0.0279,0.0274,0.0268,0.0269
0.0206,0.0282,0.0274,0.0269,0.0271
0.021,0.0284,0.028,0.0274,0.0272
0.0207,0.0282,0.0272,0.0274,0.0272
0.0208,0.0282,0.0278,0.027,0.0273
0.0208,0.0278,0.0281,0.0272,0.0274
0.0205,0.0281,0.0275,0.0267,0.0271
0.021,0.0283,0.028,0.0274,0.0272
0.0206,0.0282,0.0274,0.027,0.0272
0.0207,0.0281,0.0277,0.027,0.027
0.0207,0.0281,0.0277,0.027,0.0272
0.0205,0.028,0.0274,0.0267,0.0268
0.0212,0.0287,0.0282,0.0276,0.0272
0.0208,0.0284,0.0275,0.0271,0.0273
0.0206,0.0281,0.0276,0.0264,0.0262
0.0184,0.0248,0.0244,0.0239,0.024
0.0184,0.0248,0.0244,0.0238,0.024
0.0184,0.0248,0.0244,0.0239,0.024
0.0184,0.0248,0.0245,0.0239,0.024
0.0208,0.0285,0.0277,0.0271,0.0273
0.0207,0.028,0.0277,0.0266,0.0273
0.0208,0.0282,0.0281,0.0273,0.0274
0.0207,0.0282,0.0275,0.027,0.0271
0.0213,0.0283,0.0283,0.0277,0.0274
0.0203,0.0276,0.027,0.0267,0.0267
0.0207,0.0283,0.0277,0.0269,0.0273
0.0207,0.0282,0.0282,0.0272,0.0272
0.0208,0.0284,0.0278,0.0271,0.0274
0.0209,0.028,0.028,0.0273,0.027
0.0207,0.028,0.0275,0.027,0.0273
0.0205,0.0279,0.0275,0.0265,0.0273
0.0207,0.0279,0.0276,0.0271,0.0271
0.0208,0.0283,0.0273,0.0274,0.0273
0.021,0.0283,0.028,0.0272,0.0274
0.0207,0.0282,0.0279,0.0272,0.0273
0.0203,0.0277,0.0273,0.0262,0.0271
0.0209,0.0282,0.0277,0.0272,0.0274
0.0208,0.0285,0.0274,0.0273,0.0272
0.0212,0.0285,0.0283,0.0275,0.0276
0.0209,0.0283,0.0281,0.0273,0.0274
0.0207,0.0282,0.0275,0.0269,0.0272
0.0211,0.0285,0.0282,0.0275,0.0273
0.0206,0.0281,0.0273,0.027,0.0271
0.0207,0.0279,0.0277,0.0268,0.0271
0.0207,0.0282,0.0277,0.0271,0.0271
0.0204,0.0278,0.0272,0.0267,0.0269
0.0212,0.0282,0.0282,0.0276,0.0273
0.0208,0.0283,0.0277,0.0272,0.0273
0.0206,0.0279,0.0276,0.0268,0.027
0.0208,0.0278,0.0281,0.0272,0.0273
0.0206,0.0281,0.0274,0.0271,0.0272
0.0209,0.0283,0.0279,0.0273,0.0271
0.0207,0.0282,0.0281,0.0271,0.0273
0.0207,0.0281,0.0277,0.0269,0.0272
0.021,0.0281,0.028,0.0274,0.0273
0.0207,0.0281,0.0274,0.0271,0.0272
0.0207,0.0282,0.0278,0.0267,0.0273
0.0208,0.028,0.0278,0.0273,0.0273
0.0204,0.0279,0.0271,0.027,0.027
0.0212,0.0285,0.0282,0.0276,0.0273
0.0209,0.0284,0.0278,0.0273,0.0274
0.0205,0.0283,0.0274,0.0265,0.027
0.0207,0.0281,0.0276,0.0271,0.0272
0.0206,0.0281,0.0274,0.027,0.0271
0.0212,0.0289,0.0282,0.0276,0.0272
0.0208,0.0281,0.0272,0.0274,0.0272
0.0209,0.0282,0.0279,0.0271,0.0272
0.0208,0.0284,0.028,0.0272,0.0273
0.0206,0.028,0.0275,0.0267,0.0271
0.021,0.0283,0.028,0.0274,0.0274
0.0207,0.0281,0.0273,0.0273,0.0272
0.0207,0.0279,0.0277,0.0269,0.0272
0.0208,0.0282,0.028,0.0272,0.0272
0.0206,0.028,0.0275,0.0269,0.0271
0.0211,0.0281,0.0281,0.0275,0.0272
0.0208,0.0282,0.0278,0.0272,0.0273
0.0207,0.0281,0.0276,0.0267,0.0271
0.0208,0.0281,0.0279,0.0272,0.0274
0.0207,0.0282,0.0273,0.0271,0.0272
0.021,0.0282,0.0281,0.0274,0.0273
0.0207,0.0281,0.0273,0.0271,0.0272
0.0208,0.0281,0.0278,0.0267,0.0271
0.021,0.0285,0.0282,0.0274,0.0275
0.0208,0.0281,0.0277,0.0269,0.0271
0.0211,0.0285,0.0281,0.0275,0.0274
0.0183,0.025,0.0244,0.0238,0.0239
0.0184,0.0247,0.0243,0.0239,0.024
0.0184,0.0249,0.0245,0.024,0.0241
0.0185,0.0249,0.0245,0.024,0.0241
0.0194,0.0271,0.0264,0.0253,0.0262
0.0208,0.0279,0.0277,0.0272,0.0273
0.0208,0.0281,0.0274,0.0271,0.0272
0.021,0.0284,0.028,0.0272,0.0274
0.0208,0.0279,0.0277,0.0271,0.0272
0.0205,0.028,0.0271,0.0271,0.0271
0.021,0.0283,0.028,0.0272,0.0276
0.0206,0.0278,0.0276,0.027,0.0271
0.0206,0.0283,0.0273,0.027,0.0272
0.021,0.0283,0.028,0.0272,0.0274
0.0209,0.0279,0.0282,0.0274,0.0275
0.0206,0.028,0.0273,0.027,0.0271
0.0211,0.0285,0.028,0.0275,0.0273
0.0208,0.0279,0.0278,0.0272,0.0273
0.0206,0.0282,0.0275,0.0269,0.0271
0.0213,0.0283,0.0283,0.0276,0.0273
0.0206,0.0281,0.0275,0.027,0.0271
0.0206,0.0279,0.0276,0.0266,0.0272
0.0209,0.0283,0.0278,0.0273,0.0273
0.0207,0.0281,0.0274,0.0271,0.0272
0.0212,0.0287,0.0282,0.0276,0.0275
0.0204,0.0275,0.0275,0.0268,0.0269
0.0205,0.0279,0.0275,0.0267,0.0269
0.0209,0.028,0.0279,0.0273,0.0271
0.0206,0.028,0.0273,0.0269,0.0271
0.0207,0.0283,0.0277,0.0268,0.0272
0.0208,0.0285,0.0278,0.0272,0.0273
0.0208,0.0282,0.0274,0.0273,0.0273
0.0209,0.0282,0.0279,0.0271,0.0274
0.0209,0.0279,0.0279,0.0273,0.0274
0.0208,0.0283,0.0275,0.0273,0.0273
0.0213,0.0285,0.0283,0.0276,0.0276
0.0206,0.0285,0.0277,0.027,0.0271
0.0203,0.0277,0.027,0.0265,0.0267
0.0211,0.0285,0.028,0.0274,0.0274
0.0208,0.0283,0.0278,0.0272,0.0274
0.0204,0.0279,0.0274,0.0266,0.0269
0.021,0.0282,0.0279,0.0274,0.0272
0.0207,0.0283,0.0275,0.027,0.0272
0.0204,0.0278,0.0274,0.0264,0.0271
0.0208,0.0281,0.0276,0.0272,0.0271
0.0207,0.0282,0.0275,0.0271,0.0272
0.0207,0.0282,0.0277,0.0268,0.0274
0.021,0.0285,0.028,0.0274,0.0275
0.0206,0.0283,0.0272,0.0271,0.0271
0.0209,0.0281,0.0278,0.0271,0.0273
0.0207,0.0281,0.0278,0.027,0.0272
0.0206,0.0281,0.0274,0.027,0.0271
0.0212,0.0286,0.0282,0.0275,0.0275
0.0206,0.0276,0.0276,0.027,0.027
0.0204,0.0277,0.0275,0.0266,0.0269
0.021,0.0284,0.028,0.0274,0.0272
0.0207,0.0283,0.0275,0.0271,0.0273
0.0207,0.0281,0.0277,0.0268,0.0273
0.0208,0.0277,0.0279,0.0272,0.0273
0.0206,0.028,0.0274,0.0271,0.0272
0.0211,0.0285,0.0282,0.0275,0.0274
0.0207,0.0282,0.0278,0.0271,0.0272
0.0207,0.0281,0.0277,0.0269,0.0272
0.021,0.0284,0.0281,0.0275,0.0273
0.0206,0.028,0.0272,0.027,0.0272
0.0211,0.0284,0.0281,0.0274,0.0275
0.0207,0.0284,0.0278,0.0271,0.0272
0.0207,0.0282,0.0276,0.027,0.0272
0.0212,0.0283,0.0282,0.0276,0.0274
0.0196,0.0261,0.0257,0.0251,0.0252
0.0183,0.0247,0.0243,0.0238,0.0239
0.0184,0.0249,0.0244,0.0239,0.024
0.0184,0.025,0.0244,0.0239,0.024
0.0185,0.025,0.025,0.0252,0.0249
0.0211,0.0284,0.0281,0.0276,0.0275
0.0207,0.0282,0.0273,0.0273,0.0272
0.0208,0.0281,0.0279,0.0269,0.027
0.0208,0.0284,0.0279,0.0272,0.0273
0.0206,0.0281,0.0276,0.0265,0.0275
0.0209,0.0283,0.0278,0.0273,0.0272
0.0207,0.0282,0.027,0.0274,0.0272
0.0204,0.0279,0.0275,0.0265,0.0271
0.0208,0.0282,0.0276,0.0272,0.0272
0.0206,0.0281,0.0273,0.0271,0.0271
0.0211,0.0284,0.028,0.0274,0.0275
0.0207,0.0277,0.0277,0.0271,0.0272
0.0204,0.028,0.0275,0.0265,0.0268
0.0209,0.0284,0.0279,0.0273,0.0271
0.0206,0.0281,0.0274,0.027,0.0272
0.0206,0.0284,0.0277,0.0265,0.0274
0.0208,0.0283,0.0278,0.0272,0.027
0.0207,0.0281,0.0274,0.0271,0.0272
0.0207,0.0281,0.0279,0.0268,0.0272
0.0208,0.0283,0.0279,0.0272,0.0273
0.0207,0.0282,0.0272,0.0273,0.0272
0.0207,0.0279,0.0278,0.0268,0.0272
0.0208,0.0285,0.028,0.0272,0.0273
0.0206,0.0281,0.0271,0.0271,0.0271
0.0212,0.0286,0.0282,0.0276,0.0274
0.0207,0.0279,0.0276,0.027,0.0272
0.0206,0.028,0.0276,0.0265,0.0275
0.0209,0.0283,0.028,0.0274,0.0273
0.0208,0.0285,0.0272,0.0272,0.0272
0.0211,0.0284,0.0281,0.0275,0.0274
0.0209,0.0281,0.0279,0.0273,0.0274
0.0205,0.028,0.0276,0.0266,0.027
0.0209,0.0281,0.0279,0.0273,0.0271
0.0208,0.0283,0.0275,0.0272,0.0273
0.0207,0.0286,0.0278,0.0268,0.0272
0.0207,0.0282,0.0276,0.0271,0.0273
0.0206,0.028,0.0273,0.0269,0.027
0.0213,0.0285,0.0283,0.0277,0.0276
0.0208,0.0279,0.0278,0.0272,0.0273
0.0205,0.0283,0.0275,0.0267,0.0271
0.021,0.0284,0.028,0.0274,0.0272
0.0208,0.0282,0.0275,0.0272,0.0272
0.0207,0.028,0.0278,0.0269,0.0272
0.0208,0.0278,0.028,0.0272,0.0274
0.0206,0.028,0.0275,0.0271,0.0272
0.0211,0.0283,0.0281,0.0275,0.0274
0.0208,0.0278,0.0279,0.0272,0.0273
0.0207,0.0281,0.0276,0.0269,0.0271
0.0211,0.0287,0.0282,0.0275,0.0273
0.0207,0.0281,0.0272,0.0272,0.0271
0.0206,0.0279,0.0277,0.0268,0.0272
0.0207,0.0276,0.028,0.0271,0.0272
0.0206,0.0283,0.0275,0.0269,0.0271
0.021,0.0281,0.028,0.0274,0.0272
0.0209,0.0283,0.0277,0.0273,0.0273
0.0206,0.0278,0.0275,0.0263,0.0269
0.0208,0.0282,0.0278,0.0273,0.0273
0.0206,0.0281,0.0272,0.0273,0.0271
0.0211,0.0285,0.0281,0.0274,0.0274
0.0208,0.0283,0.0278,0.0273,0.0274
0.0204,0.0278,0.0275,0.0263,0.0272
0.021,0.0283,0.028,0.0274,0.0273
0.0207,0.0281,0.0273,0.0274,0.0273
0.0212,0.0284,0.0282,0.0275,0.0276
0.0208,0.0277,0.028,0.0272,0.0274
0.0183,0.0248,0.0244,0.0239,0.024
0.0183,0.0248,0.0244,0.0238,0.0239
0.0185,0.0249,0.0246,0.024,0.0241
0.0184,0.0248,0.0244,0.0239,0.024
0.0189,0.0262,0.0259,0.0253,0.025
0.0206,0.0278,0.0277,0.027,0.0271
0.0206,0.028,0.0276,0.0266,0.0272
0.0209,0.0278,0.0279,0.0273,0.0274
0.0206,0.028,0.0275,0.0269,0.027
0.0212,0.0288,0.0283,0.0277,0.0272
0.0204,0.0278,0.027,0.027,0.0269
0.021,0.0284,0.028,0.0273,0.0275
0.0208,0.0283,0.0279,0.0272,0.0273
0.0208,0.0283,0.0275,0.0271,0.0272
0.0211,0.0288,0.0281,0.0275,0.0271
0.0209,0.0284,0.0278,0.0273,0.0274
0.0206,0.028,0.0275,0.0267,0.0272
0.0208,0.0285,0.0278,0.0272,0.0273
0.0207,0.028,0.0277,0.0269,0.0272
0.021,0.0283,0.0281,0.0275,0.0272
0.0204,0.0278,0.0267,0.0268,0.0269
0.0213,0.0283,0.0283,0.0276,0.0272
0.0208,0.0284,0.0276,0.0272,0.0273
0.0209,0.0284,0.0279,0.0273,0.0272
0.0205,0.0278,0.0273,0.0269,0.027
0.0207,0.0281,0.028,0.0269,0.0271
0.0208,0.0279,0.0279,0.0272,0.0274
0.0207,0.0282,0.0277,0.0268,0.0272
0.0206,0.0282,0.0279,0.0271,0.0272
0.0207,0.0282,0.0277,0.027,0.0273
0.0209,0.0283,0.028,0.0274,0.0272
0.0207,0.0281,0.0274,0.0273,0.0272
0.0213,0.0287,0.0283,0.0277,0.0276
0.0207,0.0283,0.0279,0.0272,0.0274
0.0205,0.0282,0.0275,0.0265,0.0272
0.0208,0.0282,0.0276,0.0273,0.0271
0.0209,0.0284,0.0278,0.0273,0.0273
0.0206,0.0281,0.0277,0.0265,0.0273
0.0209,0.028,0.0278,0.0273,0.027
0.0208,0.0283,0.0277,0.0272,0.0273
0.0205,0.0281,0.0275,0.0264,0.0274
0.021,0.0288,0.0281,0.0275,0.0274
0.0206,0.0279,0.0272,0.0271,0.0271
