HEFT,CPF,ICRO,STO,Rand
0.0167,0.0237,0.0231,0.0225,0.0228
0.0179,0.0259,0.0255,0.0242,0.0241
0.0177,0.0245,0.0241,0.0235,0.0238
0.0168,0.0238,0.0231,0.0226,0.0228
0.0166,0.0235,0.023,0.0225,0.0227
0.0166,0.0235,0.023,0.0224,0.0226
0.0166,0.0234,0.0229,0.0224,0.0226
0.0173,0.0244,0.0236,0.0232,0.0233
0.0189,0.026,0.0252,0.0247,0.025
0.0167,0.0235,0.0231,0.0232,0.0228
0.0165,0.0232,0.0228,0.0223,0.0225
0.0166,0.0234,0.023,0.0224,0.0226
0.0179,0.0248,0.0242,0.0236,0.0239
0.0168,0.0236,0.0232,0.0226,0.0229
0.0167,0.0237,0.023,0.0226,0.0228
0.0166,0.0234,0.023,0.0224,0.0228
0.0167,0.0236,0.0231,0.0225,0.0228
0.0172,0.024,0.0236,0.023,0.0233
0.0168,0.0237,0.0231,0.0225,0.0229
0.0167,0.0234,0.0238,0.0245,0.0227
0.0167,0.0236,0.0231,0.0226,0.0229
0.0167,0.0234,0.023,0.0224,0.0228
0.0167,0.0236,0.0231,0.0236,0.0229
0.0167,0.0235,0.023,0.0226,0.0228
0.0168,0.0237,0.0232,0.0226,0.0229
0.0168,0.0242,0.0232,0.0227,0.0241
0.0174,0.0246,0.0237,0.0232,0.0235
0.0167,0.0236,0.0231,0.0225,0.0244
0.0184,0.0259,0.0247,0.0244,0.0245
0.0174,0.0243,0.0249,0.0239,0.0235
0.0168,0.0239,0.0232,0.0226,0.0228
0.0168,0.0236,0.0232,0.0227,0.0229
0.0168,0.0248,0.0243,0.023,0.0234
0.0168,0.0238,0.0234,0.0227,0.0229
0.0168,0.0235,0.0231,0.0226,0.0236
0.0173,0.0244,0.024,0.0231,0.0233
0.0169,0.0238,0.0233,0.0227,0.023
0.0167,0.0236,0.0232,0.0225,0.0228
0.0168,0.0236,0.0232,0.0226,0.0228
0.0168,0.0236,0.0231,0.0226,0.0229
0.0169,0.0238,0.0234,0.0227,0.0229
0.0168,0.0235,0.0232,0.0226,0.0229
0.0168,0.0237,0.0233,0.0227,0.0236
0.0169,0.0238,0.0233,0.0227,0.023
0.0177,0.0245,0.0244,0.024,0.0239
0.0168,0.0236,0.0233,0.0226,0.0228
0.0168,0.0238,0.0234,0.0227,0.0229
0.0167,0.0235,0.023,0.0225,0.0228
0.017,0.0239,0.0234,0.0228,0.0231
0.0197,0.0265,0.026,0.0255,0.0256
0.017,0.0239,0.0234,0.0228,0.023
0.0168,0.0238,0.0232,0.0226,0.0229
0.017,0.0238,0.0234,0.0228,0.023
0.0205,0.0276,0.0272,0.0266,0.0267
0.0168,0.0236,0.0232,0.0227,0.0228
0.0177,0.0246,0.0241,0.0235,0.0238
0.0168,0.0238,0.0232,0.0226,0.0229
0.0168,0.0238,0.0232,0.0226,0.0228
0.0168,0.0238,0.0233,0.0227,0.023
0.0169,0.0237,0.0233,0.0227,0.0229
0.0167,0.0236,0.023,0.0225,0.0227
0.0197,0.0269,0.0263,0.0257,0.0258
0.0168,0.0239,0.0232,0.0228,0.0233
0.0187,0.0257,0.0251,0.0246,0.0248
0.0168,0.0238,0.0233,0.0226,0.0229
0.0169,0.0238,0.0236,0.0228,0.023
0.0167,0.0237,0.0236,0.0228,0.023
0.0173,0.0256,0.0247,0.0232,0.0235
0.0233,0.0338,0.0334,0.0326,0.0327
0.0167,0.0235,0.0232,0.0225,0.0228
0.0188,0.0258,0.0257,0.0267,0.0248
0.0166,0.0237,0.0229,0.0225,0.0227
0.0167,0.0235,0.023,0.0225,0.0227
0.0169,0.0236,0.0232,0.0227,0.023
0.0174,0.0243,0.0241,0.0232,0.0235
0.0179,0.0254,0.0242,0.0237,0.0239
0.0167,0.0235,0.0231,0.0225,0.0227
0.0166,0.0236,0.0231,0.0225,0.0227
0.0167,0.0235,0.0231,0.0225,0.0226
0.0167,0.0236,0.0232,0.0225,0.0228
0.0166,0.0234,0.023,0.0224,0.0226
0.0189,0.0264,0.0254,0.025,0.0251
0.0167,0.0236,0.0232,0.0226,0.0229
0.0181,0.0257,0.0245,0.024,0.0241
0.0166,0.0234,0.023,0.0225,0.0226
0.0169,0.0239,0.0232,0.0227,0.0234
0.017,0.0238,0.0235,0.0229,0.0231
0.0173,0.0241,0.0238,0.0231,0.0233
0.0168,0.0238,0.0232,0.0226,0.0228
0.0167,0.0236,0.0232,0.0226,0.0228
0.0213,0.0288,0.0283,0.0272,0.0276
0.0171,0.0241,0.024,0.0231,0.0233
0.0168,0.0237,0.0232,0.0225,0.0228
0.0166,0.0235,0.0232,0.0225,0.0226
0.0168,0.0238,0.0233,0.0226,0.0229
0.0167,0.0242,0.0242,0.0225,0.0236
0.017,0.0239,0.0234,0.0228,0.0239
0.0171,0.0241,0.0235,0.0229,0.0231
0.0166,0.0236,0.0231,0.0224,0.0227
0.0167,0.0234,0.023,0.0225,0.0228
0.0166,0.0234,0.0231,0.0224,0.0227
0.0167,0.0236,0.0233,0.0225,0.0228
0.0169,0.0238,0.0234,0.0227,0.0231
0.0169,0.0237,0.0233,0.0226,0.023
0.0168,0.0237,0.0232,0.0227,0.0236
0.0167,0.0236,0.0232,0.0226,0.0228
0.0199,0.0277,0.0266,0.0259,0.0268
0.0166,0.0235,0.023,0.0224,0.0227
0.0169,0.0236,0.0231,0.0227,0.0229
0.0166,0.0235,0.0231,0.0224,0.0226
0.0168,0.0236,0.0232,0.0231,0.0249
0.0194,0.0271,0.027,0.0253,0.0257
0.0182,0.0249,0.0245,0.024,0.0242
0.017,0.024,0.0233,0.0229,0.023
0.0166,0.0234,0.0229,0.0224,0.0226
0.0167,0.0234,0.0231,0.0226,0.0227
0.0174,0.0248,0.0238,0.0232,0.0235
0.0168,0.0235,0.0232,0.0227,0.0228
0.0168,0.0237,0.0233,0.0227,0.0229
0.0168,0.0236,0.0233,0.0226,0.0229
0.0166,0.0235,0.023,0.0225,0.0227
0.0166,0.0234,0.0231,0.0225,0.0228
0.0167,0.0238,0.023,0.0231,0.0249
0.0176,0.0259,0.0251,0.0234,0.0237
0.0167,0.0235,0.0231,0.0226,0.0227
0.0167,0.0235,0.0231,0.0225,0.0228
0.0168,0.0236,0.0231,0.0226,0.0228
0.0168,0.0236,0.0232,0.0228,0.0233
0.0168,0.0238,0.0237,0.0227,0.023
0.0185,0.0284,0.0278,0.027,0.0275
0.0242,0.0344,0.0335,0.0326,0.0328
0.0241,0.0341,0.0332,0.0328,0.033
0.0244,0.0346,0.0336,0.033,0.0335
0.0244,0.0343,0.0337,0.033,0.0333
0.0243,0.0345,0.0334,0.0327,0.0332
0.0224,0.0322,0.0316,0.0307,0.0311
0.024,0.0338,0.0331,0.0325,0.0329
0.0244,0.0347,0.0337,0.033,0.0334
0.0245,0.0346,0.0338,0.0329,0.0334
0.0244,0.0345,0.0336,0.0315,0.0331
0.0243,0.0342,0.0338,0.0327,0.033
0.0238,0.0339,0.0334,0.0322,0.0324
0.0241,0.034,0.0336,0.0328,0.0328
0.0236,0.0336,0.033,0.0324,0.0325
0.0213,0.0309,0.0304,0.03,0.0302
0.0241,0.0341,0.0333,0.0325,0.0328
0.0243,0.0341,0.0336,0.0329,0.0333
0.0238,0.0338,0.033,0.0324,0.0328
0.0245,0.0346,0.0338,0.0313,0.0323
0.0238,0.0338,0.0332,0.0322,0.0324
0.0245,0.0343,0.034,0.033,0.0332
0.0239,0.0339,0.0332,0.0325,0.0328
0.0242,0.034,0.0334,0.0328,0.0331
0.0208,0.0304,0.0303,0.0292,0.0294
0.0243,0.0345,0.0337,0.0327,0.0329
0.0238,0.0337,0.033,0.0323,0.0327
0.0243,0.0344,0.0336,0.0326,0.0333
0.0242,0.034,0.0335,0.0319,0.0326
0.0237,0.0338,0.0329,0.0321,0.0327
0.0243,0.0346,0.0337,0.0328,0.0334
0.0244,0.0345,0.0337,0.0328,0.0334
0.0245,0.0346,0.0338,0.0329,0.0333
0.0229,0.0328,0.0324,0.0314,0.0316
0.0243,0.0343,0.0338,0.0329,0.0331
0.0241,0.0339,0.0336,0.0327,0.0328
0.0241,0.0341,0.0335,0.0327,0.0329
0.0245,0.0346,0.0338,0.0318,0.0333
0.0244,0.0344,0.0336,0.0329,0.0333
0.0246,0.0346,0.0341,0.033,0.0336
0.0246,0.0346,0.0339,0.033,0.0336
0.0246,0.0346,0.0338,0.0331,0.0335
0.023,0.0332,0.0323,0.0314,0.0321
0.0242,0.0341,0.0336,0.0327,0.033
0.0246,0.0347,0.0339,0.033,0.0332
0.0245,0.0346,0.0338,0.0329,0.0332
0.0245,0.0343,0.0324,0.0329,0.0331
0.0239,0.0337,0.0333,0.0325,0.0326
0.0241,0.0343,0.0333,0.0327,0.0329
0.0241,0.0339,0.0333,0.0328,0.0329
0.024,0.0338,0.0333,0.0327,0.0329
0.0228,0.0333,0.0319,0.0314,0.0318
0.0244,0.0343,0.0337,0.0327,0.0333
0.0246,0.0347,0.0337,0.033,0.0335
0.0246,0.0347,0.0338,0.0331,0.0336
0.0244,0.034,0.0327,0.0327,0.0332
0.0244,0.0345,0.0338,0.0328,0.0332
0.0243,0.0342,0.0338,0.0327,0.0332
0.0243,0.0343,0.0337,0.0327,0.0332
0.0244,0.0346,0.0338,0.0327,0.0331
0.024,0.0339,0.0335,0.0325,0.0327
0.0241,0.034,0.0335,0.0327,0.0328
0.0238,0.0336,0.033,0.0322,0.0325
0.0246,0.0343,0.0338,0.033,0.0334
0.024,0.0339,0.0331,0.0324,0.0326
0.0238,0.0336,0.0329,0.0322,0.0325
0.0237,0.0334,0.0328,0.0321,0.0324
0.0237,0.0334,0.0329,0.032,0.0324
0.0238,0.0335,0.0329,0.0321,0.0324
0.0225,0.0323,0.0316,0.0308,0.0311
0.0235,0.0331,0.0332,0.0319,0.0334
0.024,0.0339,0.0333,0.0326,0.0328
0.0241,0.034,0.0334,0.0328,0.033
0.0241,0.0333,0.0327,0.0328,0.0331
0.0243,0.0343,0.0336,0.0327,0.0332
0.0245,0.0346,0.0337,0.0329,0.0335
0.0244,0.0345,0.0336,0.0329,0.0333
0.0244,0.0344,0.0336,0.033,0.0335
0.0167,0.0235,0.023,0.0225,0.0228
0.0169,0.0239,0.0233,0.0236,0.0241
0.0177,0.0245,0.024,0.0236,0.0238
0.0169,0.0238,0.0233,0.0227,0.0229
0.017,0.0239,0.0235,0.0229,0.0232
0.0169,0.0238,0.0235,0.0228,0.0229
0.0171,0.0247,0.024,0.0232,0.0234
0.0167,0.0236,0.0231,0.0226,0.0229
0.0168,0.0237,0.0232,0.0226,0.0228
0.0168,0.0237,0.0232,0.0226,0.0229
0.0169,0.0238,0.0233,0.0227,0.0229
0.0168,0.0238,0.0233,0.0228,0.0229
0.0168,0.0237,0.0232,0.0227,0.023
0.0168,0.0237,0.0232,0.0226,0.0229
0.0169,0.0237,0.0235,0.0228,0.023
0.0167,0.0236,0.0232,0.0225,0.0228
0.0168,0.0238,0.0231,0.0227,0.0228
0.0168,0.0237,0.0233,0.0227,0.0229
0.017,0.0239,0.0235,0.0229,0.023
0.0169,0.0237,0.0233,0.0228,0.0231
0.0171,0.024,0.0237,0.023,0.0231
0.0169,0.0236,0.0233,0.0228,0.023
0.0168,0.0237,0.0232,0.0226,0.025
0.0253,0.0358,0.0353,0.0342,0.0345
0.0254,0.0358,0.0354,0.0342,0.0346
0.0256,0.0361,0.0355,0.0345,0.0349
0.0241,0.0345,0.0341,0.033,0.0332
0.0255,0.036,0.0354,0.0343,0.0346
0.0257,0.0361,0.0354,0.0346,0.0349
0.0266,0.0368,0.0366,0.0356,0.0358
0.0249,0.0349,0.0346,0.0337,0.034
0.025,0.0352,0.0346,0.0338,0.0341
0.0258,0.0363,0.0357,0.0347,0.035
0.025,0.0355,0.0346,0.0338,0.0344
0.0259,0.0361,0.0356,0.0342,0.0341
0.0249,0.0353,0.0345,0.0337,0.0339
0.0258,0.0363,0.0355,0.0347,0.0354
0.0256,0.0363,0.0353,0.0347,0.0348
0.0254,0.0358,0.035,0.0344,0.0346
0.0248,0.0353,0.0346,0.034,0.0342
0.0253,0.0357,0.035,0.0341,0.0349
0.0253,0.0355,0.0353,0.0344,0.0343
0.0254,0.0359,0.0354,0.0343,0.0346
0.0247,0.0325,0.0317,0.0312,0.0312
0.0176,0.0249,0.0257,0.0238,0.0243
0.0182,0.0257,0.0254,0.0245,0.0252
0.0183,0.0259,0.0251,0.0245,0.0247
0.0197,0.0292,0.0267,0.028,0.0277
0.0177,0.0249,0.0244,0.0238,0.024
0.0179,0.0253,0.0247,0.0241,0.0244
0.0177,0.025,0.0245,0.0238,0.0242
0.0185,0.0261,0.0253,0.0247,0.0249
0.0179,0.0252,0.0248,0.0242,0.0243
0.0176,0.025,0.0244,0.0238,0.0241
0.0177,0.025,0.0259,0.026,0.0262
0.0203,0.0274,0.0271,0.0264,0.0266
0.019,0.0262,0.0258,0.0252,0.0254
0.0178,0.0251,0.0245,0.0239,0.0242
0.0176,0.0249,0.0243,0.0236,0.0238
0.0178,0.0254,0.0255,0.0244,0.0243
0.0175,0.0248,0.0242,0.0237,0.0243
0.0207,0.0284,0.0276,0.0268,0.0271
0.0216,0.0291,0.0285,0.0278,0.028
0.0184,0.0414,0.0251,0.0246,0.0249
0.0176,0.0247,0.0244,0.0238,0.024
0.0177,0.025,0.0245,0.024,0.0241
0.0178,0.0251,0.0246,0.024,0.0244
0.0178,0.0251,0.0246,0.024,0.0243
0.0178,0.025,0.0248,0.0241,0.0241
0.0177,0.0249,0.0245,0.0239,0.0241
0.0181,0.0255,0.0249,0.0243,0.0246
0.0253,0.036,0.035,0.0343,0.0345
0.025,0.0356,0.0317,0.0313,0.0314
0.0204,0.0286,0.0273,0.0272,0.0273
0.0178,0.0251,0.0246,0.0239,0.0242
0.0177,0.0249,0.0244,0.0239,0.0241
0.0177,0.025,0.0244,0.0238,0.024
0.0177,0.0265,0.026,0.0241,0.0245
0.0194,0.0265,0.0261,0.0255,0.026
0.0178,0.0255,0.025,0.0244,0.0243
0.0176,0.0251,0.0245,0.0239,0.0239
0.0177,0.0249,0.0244,0.0238,0.024
0.0178,0.0249,0.0245,0.0239,0.0241
0.0178,0.025,0.0244,0.0239,0.0242
0.0179,0.0251,0.0246,0.0241,0.0243
0.0184,0.0256,0.0251,0.025,0.0253
0.0177,0.0249,0.0245,0.0242,0.0241
0.0175,0.0248,0.0242,0.0237,0.0241
0.0177,0.025,0.0245,0.0239,0.0241
0.0177,0.0249,0.0244,0.0238,0.024
0.0176,0.0248,0.0244,0.0238,0.024
0.0178,0.0249,0.0245,0.024,0.0241
0.0175,0.0246,0.0243,0.0236,0.0238
0.0176,0.0249,0.0245,0.0238,0.0241
0.0178,0.025,0.0245,0.0239,0.0241
0.0178,0.025,0.0246,0.024,0.0241
0.0179,0.0252,0.0246,0.024,0.0243
0.0176,0.0248,0.0243,0.0237,0.0239
0.0179,0.0252,0.0246,0.0241,0.0243
0.0177,0.025,0.0247,0.0238,0.024
0.0178,0.0249,0.0245,0.0239,0.0242
0.0178,0.0251,0.0245,0.0239,0.0242
0.0177,0.0249,0.0244,0.0245,0.024
0.0176,0.0248,0.0243,0.0238,0.0242
0.0176,0.0248,0.0243,0.0237,0.024
0.018,0.0253,0.0248,0.025,0.0247
0.0181,0.0257,0.0248,0.0244,0.0244
0.0183,0.0255,0.025,0.0244,0.0247
0.0177,0.0248,0.0244,0.0238,0.0241
0.0179,0.025,0.0246,0.024,0.0242
0.0175,0.0248,0.0243,0.0237,0.024
0.02,0.0276,0.0269,0.0261,0.0264
0.0177,0.0248,0.0244,0.0238,0.0246
0.0181,0.0254,0.0249,0.0243,0.0245
0.0188,0.0261,0.0258,0.025,0.0253
0.0192,0.0278,0.0262,0.0254,0.0256
0.0177,0.0248,0.0245,0.024,0.0251
0.0195,0.0268,0.0263,0.0257,0.0259
0.0183,0.0256,0.0251,0.0244,0.0247
0.0177,0.025,0.0244,0.0239,0.0241
0.0177,0.0251,0.0244,0.0239,0.0241
0.0177,0.0248,0.0243,0.0238,0.024
0.0176,0.0249,0.0245,0.0238,0.0241
0.0176,0.0248,0.0244,0.0237,0.0241
0.0177,0.0249,0.0245,0.0238,0.024
0.0176,0.0248,0.0244,0.0239,0.024
0.0176,0.025,0.0244,0.0238,0.024
0.0198,0.0272,0.0266,0.0259,0.0261
0.0175,0.0248,0.0243,0.0236,0.0239
0.0179,0.0251,0.0246,0.024,0.0244
0.0179,0.0251,0.0245,0.0241,0.0243
0.0176,0.0248,0.0243,0.0238,0.024
0.0177,0.025,0.0245,0.0239,0.0241
0.0203,0.0275,0.027,0.0265,0.0266
0.0182,0.0255,0.0249,0.0245,0.0246
0.0177,0.0249,0.0244,0.0239,0.0241
0.0175,0.0247,0.0241,0.0236,0.0239
0.0178,0.0251,0.0246,0.0239,0.0242
0.0176,0.0248,0.0242,0.0238,0.024
0.0175,0.0248,0.0243,0.0236,0.0239
0.0176,0.0247,0.0242,0.0237,0.0239
0.0177,0.025,0.0243,0.0238,0.024
0.0179,0.0252,0.0247,0.0241,0.0243
0.0179,0.0268,0.0247,0.0241,0.0246
0.0181,0.0253,0.0248,0.0242,0.0245
0.0177,0.025,0.0243,0.0238,0.024
0.0177,0.0249,0.0244,0.0239,0.0244
0.0189,0.0265,0.0256,0.0251,0.0252
0.0176,0.0248,0.0243,0.0237,0.024
0.0176,0.0248,0.0244,0.0237,0.0241
0.0185,0.0258,0.0251,0.0245,0.0249
0.0175,0.0248,0.0242,0.0237,0.0239
0.0176,0.0248,0.0243,0.0237,0.024
0.0176,0.0248,0.0244,0.0237,0.024
0.0177,0.0249,0.0244,0.0238,0.024
0.0176,0.0249,0.0244,0.0238,0.0241
0.0176,0.0247,0.0242,0.0237,0.024
0.0177,0.0248,0.0244,0.0239,0.0241
0.0183,0.0256,0.0251,0.0244,0.0249
0.0177,0.025,0.0244,0.0239,0.0242
0.0176,0.0249,0.0243,0.0238,0.024
0.0183,0.0254,0.0251,0.0251,0.0255
0.0192,0.0271,0.0259,0.0253,0.0254
0.0179,0.0251,0.0247,0.024,0.0244
0.0177,0.0249,0.0245,0.0239,0.0241
0.0177,0.0249,0.0244,0.0243,0.0244
0.0178,0.025,0.0246,0.024,0.0242
0.0177,0.0257,0.0257,0.024,0.024
0.0177,0.0248,0.0243,0.0238,0.024
0.0177,0.0249,0.0244,0.0239,0.0242
0.0191,0.0268,0.0259,0.0252,0.0254
0.0182,0.0254,0.0249,0.0243,0.0246
0.0177,0.025,0.0245,0.0239,0.0241
0.0177,0.0251,0.0244,0.0239,0.0241
0.0176,0.0249,0.0243,0.0237,0.024
0.0202,0.0274,0.0269,0.0278,0.0269
0.0177,0.0248,0.0245,0.0238,0.0241
0.0177,0.025,0.0244,0.0239,0.0241
0.0178,0.0251,0.0247,0.024,0.0242
0.0177,0.025,0.0244,0.0238,0.0241
0.0177,0.025,0.0245,0.0238,0.0243
0.0176,0.0248,0.0244,0.0243,0.024
0.0178,0.025,0.0253,0.0241,0.0243
0.0177,0.025,0.0244,0.024,0.024
0.0176,0.0249,0.0244,0.0238,0.024
0.0178,0.025,0.0245,0.024,0.0249
0.0185,0.026,0.0253,0.0247,0.0249
0.02,0.0272,0.027,0.0262,0.0264
0.0189,0.0266,0.0257,0.025,0.0253
0.0183,0.0258,0.025,0.0244,0.0248
0.0177,0.0249,0.0245,0.0238,0.0241
0.0177,0.0248,0.0245,0.0238,0.0241
0.0177,0.0249,0.0246,0.0238,0.0242
0.0177,0.0249,0.0244,0.0238,0.0241
0.0178,0.0256,0.0246,0.024,0.0243
0.018,0.0287,0.0279,0.0254,0.0248
0.0197,0.0287,0.0264,0.026,0.0264
0.0183,0.0256,0.0252,0.0246,0.0249
0.0227,0.0301,0.03,0.029,0.0291
0.0177,0.0251,0.0246,0.024,0.0242
0.0185,0.0268,0.0258,0.0255,0.0273
0.0256,0.036,0.0357,0.0346,0.0347
0.0248,0.035,0.0346,0.0338,0.0339
0.0252,0.0359,0.0349,0.0342,0.0346
0.0259,0.0364,0.0355,0.0348,0.035
0.0256,0.036,0.0353,0.0345,0.0349
0.0259,0.0357,0.0342,0.035,0.0353
0.0182,0.0258,0.0257,0.0257,0.0252
0.0245,0.0325,0.032,0.0318,0.0312
0.0205,0.0311,0.0304,0.0295,0.0298
0.0271,0.0379,0.0368,0.0332,0.0334
0.0274,0.0363,0.0351,0.0338,0.034
0.0189,0.0263,0.0261,0.0264,0.0256
0.0176,0.0249,0.0244,0.0238,0.0242
0.0177,0.0249,0.0244,0.0244,0.024
0.0178,0.025,0.0267,0.0247,0.0265
0.0184,0.0262,0.0253,0.0245,0.0248
0.0177,0.025,0.0245,0.0239,0.0242
0.0176,0.0248,0.0243,0.0236,0.024
